input_text,output_json
"Alamat saya di Jln. CIBULAN V No. 69C, RT 2 RW 11, Rawasari, Cempaka Putih, DKI Jakarta, Jakarta Pus.","{""nama_jalan"": ""JL. CIBULAN V"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""69C"", ""rt"": ""2"", ""rw"": ""11"", ""kelurahan"": ""Rawasari"", ""kecamatan"": ""Cempaka Putih"", ""kota_kabupaten"": ""Kota Jakarta Pusat"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": null}"
"Kirim paket ke Jakarta Sel., 12620, DKI Jakarta, Jagakarsa, Jagakarsa, gang SURYA BARAT No. 7A, Rt.14 Rw.3","{""nama_jalan"": ""JL. SURYA BARAT"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""7A"", ""rt"": ""14"", ""rw"": ""3"", ""kelurahan"": ""Jagakarsa"", ""kecamatan"": ""Jagakarsa"", ""kota_kabupaten"": ""Kota Jakarta Selatan"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""12620"", ""detail_unit"": null}"
Lokasi rumah: SMK Dharma Paramitha No. 1 Blok B8 Lantai 15 Unit 5A Rt.11 Rw.3 Pinangranti Makasar Jakarta Tim.,"{""nama_jalan"": null, ""nama_kompleks_atau_gedung"": ""SMK Dharma Paramitha"", ""blok_kavling"": ""B8"", ""nomor"": ""1"", ""rt"": ""11"", ""rw"": ""3"", ""kelurahan"": ""Pinangranti"", ""kecamatan"": ""Makasar"", ""kota_kabupaten"": ""Kota Jakarta Timur"", ""provinsi"": null, ""kodepos"": null, ""detail_unit"": ""Lantai 15 Unit 5A""}"
Alamat saya di Galeria Sophilia Fine Art Center C13 15 Cijantung Pasar Rebo 13770 Jakarta Tim.,"{""nama_jalan"": null, ""nama_kompleks_atau_gedung"": ""Galeria Sophilia Fine Art Center"", ""blok_kavling"": ""C13"", ""nomor"": ""15"", ""rt"": null, ""rw"": null, ""kelurahan"": ""Cijantung"", ""kecamatan"": ""Pasar Rebo"", ""kota_kabupaten"": ""Kota Jakarta Timur"", ""provinsi"": null, ""kodepos"": ""13770"", ""detail_unit"": null}"
Alamat saya di No. 97 jalan PINANGSIA RAYA Tanjung Duren Utara Grogol Petamburan Jakbar 11470,"{""nama_jalan"": ""JL. PINANGSIA RAYA"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""97"", ""rt"": null, ""rw"": null, ""kelurahan"": ""Tanjung Duren Utara"", ""kecamatan"": ""Grogol Petamburan"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": null, ""kodepos"": ""11470"", ""detail_unit"": null}"
"Tolong antarkan ke alamat JALAN RADEN SALEH I 54A, Lantai 9 Unit 8A, RT 15, RW 15, Taman Sari, Krukut, 11140, Jakbar","{""nama_jalan"": ""JL. RADEN SALEH I"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""54A"", ""rt"": ""15"", ""rw"": ""15"", ""kelurahan"": ""Krukut"", ""kecamatan"": ""Taman Sari"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": null, ""kodepos"": ""11140"", ""detail_unit"": ""Lantai 9 Unit 8A""}"
Tolong antarkan ke alamat SMA Negeri 2 D14 27 Pejaten Timur Pasar Minggu Jakarta Selatan DKI Jakarta,"{""nama_jalan"": null, ""nama_kompleks_atau_gedung"": ""SMA Negeri 2"", ""blok_kavling"": ""D14"", ""nomor"": ""27"", ""rt"": null, ""rw"": null, ""kelurahan"": ""Pejaten Timur"", ""kecamatan"": ""Pasar Minggu"", ""kota_kabupaten"": ""Kota Jakarta Selatan"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": null}"
"Alamat saya di Jaksel - 12240 - DKI Jakarta - Kebayoran Lama Utara - Kebayoran Lama - gg BEKASI BARAT 87 - RT 7, RW 6","{""nama_jalan"": ""JL. BEKASI BARAT"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""87"", ""rt"": ""7"", ""rw"": ""6"", ""kelurahan"": ""Kebayoran Lama Utara"", ""kecamatan"": ""Kebayoran Lama"", ""kota_kabupaten"": ""Kota Jakarta Selatan"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""12240"", ""detail_unit"": null}"
"Bukit Gading Villa B8 No. 5, Lantai 21 Unit 2A, Rt.11, Rw.4, Tanjung Duren Selatan, Grogol Petamburan, Jakbar, 11470, DKI Jakarta","{""nama_jalan"": null, ""nama_kompleks_atau_gedung"": ""Bukit Gading Villa"", ""blok_kavling"": ""B8"", ""nomor"": ""5"", ""rt"": ""11"", ""rw"": ""4"", ""kelurahan"": ""Tanjung Duren Selatan"", ""kecamatan"": ""Grogol Petamburan"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""11470"", ""detail_unit"": ""Lantai 21 Unit 2A""}"
Alamat saya di 86 Jln PETAMBURAN III - RT 8 / RW 6 - Batu Ampar - Kramatjati - Jakarta Timur - 13520,"{""nama_jalan"": ""JL. PETAMBURAN III"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""86"", ""rt"": ""8"", ""rw"": ""6"", ""kelurahan"": ""Batu Ampar"", ""kecamatan"": ""Kramatjati"", ""kota_kabupaten"": ""Kota Jakarta Timur"", ""provinsi"": null, ""kodepos"": ""13520"", ""detail_unit"": null}"
Tolong antarkan ke alamat Jakbar / Meruya Selatan / Kembangan / KEBUN JERUK I No.61C / Rt.10 Rw.2,"{""nama_jalan"": ""JL. KEBUN JERUK I"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""61C"", ""rt"": ""10"", ""rw"": ""2"", ""kelurahan"": ""Meruya Selatan"", ""kecamatan"": ""Kembangan"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": null, ""kodepos"": null, ""detail_unit"": null}"
Lokasi rumah: Plaza Lippo 17 Blok A16 / Rt.3/Rw.13 / Pasar Minggu / Pasar Minggu / Jaksel / 12520,"{""nama_jalan"": null, ""nama_kompleks_atau_gedung"": ""Plaza Lippo"", ""blok_kavling"": ""A16"", ""nomor"": ""17"", ""rt"": ""3"", ""rw"": ""13"", ""kelurahan"": ""Pasar Minggu"", ""kecamatan"": ""Pasar Minggu"", ""kota_kabupaten"": ""Kota Jakarta Selatan"", ""provinsi"": null, ""kodepos"": ""12520"", ""detail_unit"": null}"
Alamat saya di Joglo / Kembangan / JLN DARMAWANGSA VI No.35C / Lantai 4 Unit 7A / RT 01/RW 06 / 11640 / Jakbar,"{""nama_jalan"": ""JL. DARMAWANGSA VI"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""35C"", ""rt"": ""1"", ""rw"": ""6"", ""kelurahan"": ""Joglo"", ""kecamatan"": ""Kembangan"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": null, ""kodepos"": ""11640"", ""detail_unit"": ""Lantai 4 Unit 7A""}"
Tujuan: JALAN GAVE VII No. 59C Pancoran Pancoran Jakarta Selatan 12780 DKI Jakarta,"{""nama_jalan"": ""JL. AGAVE VII"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""59C"", ""rt"": null, ""rw"": null, ""kelurahan"": ""Pancoran"", ""kecamatan"": ""Pancoran"", ""kota_kabupaten"": ""Kota Jakarta Selatan"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""12780"", ""detail_unit"": null}"
"Tujuan: Jelambar, Grogol Petamburan, No.68C MENTENG, Rt.12/Rw.10, Jakarta Bar., DKI Jakarta","{""nama_jalan"": ""JL. MENTENG"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""68C"", ""rt"": ""12"", ""rw"": ""10"", ""kelurahan"": ""Jelambar"", ""kecamatan"": ""Grogol Petamburan"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": null}"
"Tolong antarkan ke alamat Jl JATI BARANG I 75B / Rt.1, Rw.3 / Jatinegara / Rawa Bunga / Jakarta Tim. / 13350","{""nama_jalan"": ""JL. JATI BARANG I"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""75B"", ""rt"": ""1"", ""rw"": ""3"", ""kelurahan"": ""Rawa Bunga"", ""kecamatan"": ""Jatinegara"", ""kota_kabupaten"": ""Kota Jakarta Timur"", ""provinsi"": null, ""kodepos"": ""13350"", ""detail_unit"": null}"
Alamat saya di DKI Jakarta Kab. Kep. Seribu Pulau Panggang Kepulauan Seribu Utara JALAN SULTAN HASANUDDN No. 5B RT 10/RW 8,"{""nama_jalan"": ""JL. SULTAN HASANUDDIN"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""5B"", ""rt"": ""10"", ""rw"": ""8"", ""kelurahan"": ""Pulau Panggang"", ""kecamatan"": ""Kepulauan Seribu Utara"", ""kota_kabupaten"": ""Kabupaten Kepulauan Seribu"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": null}"
Angke - Tambora - SeaView Condominium Tower L 50 C18 - Rt.11 Rw.12 - DKI Jakarta - Jakbar - 11330,"{""nama_jalan"": null, ""nama_kompleks_atau_gedung"": ""SeaView Condominium Tower L"", ""blok_kavling"": ""C18"", ""nomor"": ""50"", ""rt"": ""11"", ""rw"": ""12"", ""kelurahan"": ""Angke"", ""kecamatan"": ""Tambora"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""11330"", ""detail_unit"": null}"
"Thamrin Residence A19 48, Rt.11 / Rw.2, Kedoya Selatan, Kebon Jeruk, Jakarta Barat, DKI Jakarta, 11520","{""nama_jalan"": null, ""nama_kompleks_atau_gedung"": ""Thamrin Residence"", ""blok_kavling"": ""A19"", ""nomor"": ""48"", ""rt"": ""11"", ""rw"": ""2"", ""kelurahan"": ""Kedoya Selatan"", ""kecamatan"": ""Kebon Jeruk"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""11520"", ""detail_unit"": null}"
Jakarta Tim. DKI Jakarta Utan Kayu Selatan Matraman Gg. TANJUNG DUREN UTARA VIII No. 6B Rt.11/Rw.14,"{""nama_jalan"": ""JL. TANJUNG DUREN UTARA VIII"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""6B"", ""rt"": ""11"", ""rw"": ""14"", ""kelurahan"": ""Utan Kayu Selatan"", ""kecamatan"": ""Matraman"", ""kota_kabupaten"": ""Kota Jakarta Timur"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": null}"
Tolong antarkan ke alamat Sukabumi Utara Kebon Jeruk 72B gg H. LEBAR Rt.15 / Rw.6 Jakarta Barat,"{""nama_jalan"": ""JL. H. LEBAR"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""72B"", ""rt"": ""15"", ""rw"": ""6"", ""kelurahan"": ""Sukabumi Utara"", ""kecamatan"": ""Kebon Jeruk"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": null, ""kodepos"": null, ""detail_unit"": null}"
Alamat saya di JLN KOBER No.52C - Rt.2 / Rw.10 - Kwitang - Senen - Jakarta Pus. - 10420 - DKI Jakarta,"{""nama_jalan"": ""JL. KOBER"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""52C"", ""rt"": ""2"", ""rw"": ""10"", ""kelurahan"": ""Kwitang"", ""kecamatan"": ""Senen"", ""kota_kabupaten"": ""Kota Jakarta Pusat"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""10420"", ""detail_unit"": null}"
Kirim paket ke Jalan CILINCING KSATRIA 41C / RT 13/RW 4 / Tanjung Duren Selatan / Grogol Petamburan / Jakarta Barat / 11470,"{""nama_jalan"": ""JL. CILINCING KSATRIA"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""41C"", ""rt"": ""13"", ""rw"": ""4"", ""kelurahan"": ""Tanjung Duren Selatan"", ""kecamatan"": ""Grogol Petamburan"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": null, ""kodepos"": ""11470"", ""detail_unit"": null}"
JLN TANJUNG DUREN BARAT II No.81A - Rawa Terate - Cakung - Jaktim,"{""nama_jalan"": ""JL. TANJUNG DUREN BARAT II"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""81A"", ""rt"": null, ""rw"": null, ""kelurahan"": ""Rawa Terate"", ""kecamatan"": ""Cakung"", ""kota_kabupaten"": ""Kota Jakarta Timur"", ""provinsi"": null, ""kodepos"": null, ""detail_unit"": null}"
Tujuan: Kebayoran Lama Utara - Kebayoran Lama - Jln. REMPOA RAYA No.8C - RT 15 / RW 4 - DKI Jakarta - Jakarta Sel.,"{""nama_jalan"": ""JL. REMPOA RAYA"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""8C"", ""rt"": ""15"", ""rw"": ""4"", ""kelurahan"": ""Kebayoran Lama Utara"", ""kecamatan"": ""Kebayoran Lama"", ""kota_kabupaten"": ""Kota Jakarta Selatan"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": null}"
"Alamat saya di Gambir, Gambir, Maple Park Blok B2 No. 18, Jakarta Pusat, DKI Jakarta","{""nama_jalan"": null, ""nama_kompleks_atau_gedung"": ""Maple Park"", ""blok_kavling"": ""B2"", ""nomor"": ""18"", ""rt"": null, ""rw"": null, ""kelurahan"": ""Gambir"", ""kecamatan"": ""Gambir"", ""kota_kabupaten"": ""Kota Jakarta Pusat"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": null}"
Alamat saya di jln GELONG BARU UTARA No.90A / Rt.9/Rw.3 / Kebon Jeruk / Kebon Jeruk / Jakarta Barat,"{""nama_jalan"": ""JL. GELONG BARU UTARA"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""90A"", ""rt"": ""9"", ""rw"": ""3"", ""kelurahan"": ""Kebon Jeruk"", ""kecamatan"": ""Kebon Jeruk"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": null, ""kodepos"": null, ""detail_unit"": null}"
Gang SEROJA No. 52B Rt.8 / Rw.2 Pondok Pinang Kebayoran Lama Jakarta Selatan DKI Jakarta,"{""nama_jalan"": ""JL. SEROJA"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""52B"", ""rt"": ""8"", ""rw"": ""2"", ""kelurahan"": ""Pondok Pinang"", ""kecamatan"": ""Kebayoran Lama"", ""kota_kabupaten"": ""Kota Jakarta Selatan"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": null}"
"Tolong antarkan ke alamat 12710 - Jakarta Selatan - DKI Jakarta - Kuningan Barat - Mampang Prapatan - Jl. HATI SUCI No.89C - RT 11, RW 3","{""nama_jalan"": ""JL. HATI SUCI"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""89C"", ""rt"": ""11"", ""rw"": ""3"", ""kelurahan"": ""Kuningan Barat"", ""kecamatan"": ""Mampang Prapatan"", ""kota_kabupaten"": ""Kota Jakarta Selatan"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""12710"", ""detail_unit"": null}"
"Tolong antarkan ke alamat Jalan CIPINANG SODONG RAYA No.31C, RT 09/RW 14, Sungai Bambu, Tanjung Priok, Jakarta Utara, DKI Jakarta","{""nama_jalan"": ""JL. CIPINANG SODONG RAYA"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""31C"", ""rt"": ""9"", ""rw"": ""14"", ""kelurahan"": ""Sungai Bambu"", ""kecamatan"": ""Tanjung Priok"", ""kota_kabupaten"": ""Kota Jakarta Utara"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": null}"
"Lokasi rumah: Cilincing - Cilincing - CILANGKAP RAYA 23B - RT 10, RW 10 - Jakarta U. - 14120","{""nama_jalan"": ""JL. CILANGKAP RAYA"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""23B"", ""rt"": ""10"", ""rw"": ""10"", ""kelurahan"": ""Cilincing"", ""kecamatan"": ""Cilincing"", ""kota_kabupaten"": ""Kota Jakarta Utara"", ""provinsi"": null, ""kodepos"": ""14120"", ""detail_unit"": null}"
"Lokasi rumah: JLN H. MOCHTAR No. 57B - RT 9, RW 4 - Menteng - Menteng - Jakpus - 10310","{""nama_jalan"": ""JL. H. MOCHTAR"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""57B"", ""rt"": ""9"", ""rw"": ""4"", ""kelurahan"": ""Menteng"", ""kecamatan"": ""Menteng"", ""kota_kabupaten"": ""Kota Jakarta Pusat"", ""provinsi"": null, ""kodepos"": ""10310"", ""detail_unit"": null}"
SMK Yaspi Jaya Blok A2 14 / Lantai 9 Unit 5A / Tanjung Barat / Jagakarsa / Jaksel / DKI Jakarta,"{""nama_jalan"": null, ""nama_kompleks_atau_gedung"": ""SMK Yaspi Jaya"", ""blok_kavling"": ""A2"", ""nomor"": ""14"", ""rt"": null, ""rw"": null, ""kelurahan"": ""Tanjung Barat"", ""kecamatan"": ""Jagakarsa"", ""kota_kabupaten"": ""Kota Jakarta Selatan"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": ""Lantai 9 Unit 5A""}"
Alamat saya di Jakbar 11140 Krukut Taman Sari Jl. KEBON KACANG IX No.10A Rt.2 Rw.11,"{""nama_jalan"": ""JL. KEBON KACANG IX"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""10A"", ""rt"": ""2"", ""rw"": ""11"", ""kelurahan"": ""Krukut"", ""kecamatan"": ""Taman Sari"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": null, ""kodepos"": ""11140"", ""detail_unit"": null}"
"Kirim paket ke SMK Al Wathoniyah Jakarta No. 35 A9 Rt.1, Rw.12 Kebon Pala Makasar DKI Jakarta Jakarta Tim.","{""nama_jalan"": null, ""nama_kompleks_atau_gedung"": ""SMK Al Wathoniyah Jakarta"", ""blok_kavling"": ""A9"", ""nomor"": ""35"", ""rt"": ""1"", ""rw"": ""12"", ""kelurahan"": ""Kebon Pala"", ""kecamatan"": ""Makasar"", ""kota_kabupaten"": ""Kota Jakarta Timur"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": null}"
Kirim paket ke ABDUL RAHMAN No.50A Kedoya Utara Kebon Jeruk Jakarta Bar.,"{""nama_jalan"": ""JL. ABDUL RAHMAN"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""50A"", ""rt"": null, ""rw"": null, ""kelurahan"": ""Kedoya Utara"", ""kecamatan"": ""Kebon Jeruk"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": null, ""kodepos"": null, ""detail_unit"": null}"
"Jl KARBELA 86C, Rt.10 / Rw.3, Ragunan, Pasar Minggu, DKI Jakarta, Jaksel, 12550","{""nama_jalan"": ""JL. KARBELA"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""86C"", ""rt"": ""10"", ""rw"": ""3"", ""kelurahan"": ""Ragunan"", ""kecamatan"": ""Pasar Minggu"", ""kota_kabupaten"": ""Kota Jakarta Selatan"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""12550"", ""detail_unit"": null}"
Alamat saya di Jakarta Timur / 13250 / DKI Jakarta / Jatinegara Kaum / Pulogadung / JALAN BAKTI 55,"{""nama_jalan"": ""JL. BAKTI"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""55"", ""rt"": null, ""rw"": null, ""kelurahan"": ""Jatinegara Kaum"", ""kecamatan"": ""Pulogadung"", ""kota_kabupaten"": ""Kota Jakarta Timur"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""13250"", ""detail_unit"": null}"
Alamat saya di Jakarta Barat / 11810 / DKI Jakarta / Kalideres / Kamal / Jln. GADING NIRWANA No. 10B / Rt.13 / Rw.7,"{""nama_jalan"": ""JL. GADING NIRWANA"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""10B"", ""rt"": ""13"", ""rw"": ""7"", ""kelurahan"": ""Kamal"", ""kecamatan"": ""Kalideres"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""11810"", ""detail_unit"": null}"
"Alamat saya di Jl BINTARO TAMAN BARAT No. 22C / Rt.7, Rw.7 / Kamal Muara / Penjaringan / DKI Jakarta / Jakut","{""nama_jalan"": ""JL. BINTARO TAMAN BARAT"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""22C"", ""rt"": ""7"", ""rw"": ""7"", ""kelurahan"": ""Kamal Muara"", ""kecamatan"": ""Penjaringan"", ""kota_kabupaten"": ""Kota Jakarta Utara"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": null}"
"Tujuan: 12A jln. PLUIT KARANG AYU II RT 12, RW 2 Cipayung Cipayung Jakarta Tim. 13840","{""nama_jalan"": ""JL. PLUIT KARANG AYU II"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""12A"", ""rt"": ""12"", ""rw"": ""2"", ""kelurahan"": ""Cipayung"", ""kecamatan"": ""Cipayung"", ""kota_kabupaten"": ""Kota Jakarta Timur"", ""provinsi"": null, ""kodepos"": ""13840"", ""detail_unit"": null}"
Tolong antarkan ke alamat Jl JATI PADANG No.40C / Duren Tiga / Pancoran / Jakarta Selatan / DKI Jakarta,"{""nama_jalan"": ""JL. JATI PADANG"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""40C"", ""rt"": null, ""rw"": null, ""kelurahan"": ""Duren Tiga"", ""kecamatan"": ""Pancoran"", ""kota_kabupaten"": ""Kota Jakarta Selatan"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": null}"
Lokasi rumah: Sungai Bambu Tanjung Priok gang PALAPA III No. 40B Rt.10 / Rw.7 Jakut 14330 DKI Jakarta,"{""nama_jalan"": ""JL. PALAPA III"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""40B"", ""rt"": ""10"", ""rw"": ""7"", ""kelurahan"": ""Sungai Bambu"", ""kecamatan"": ""Tanjung Priok"", ""kota_kabupaten"": ""Kota Jakarta Utara"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""14330"", ""detail_unit"": null}"
Kirim paket ke No.32B JLN PUSAT PERDAGANGAN SENEN RT 3/RW 4 Pekojan Tambora Jakarta Barat DKI Jakarta 11240,"{""nama_jalan"": ""JL. PUSAT PERDAGANGAN SENEN"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""32B"", ""rt"": ""3"", ""rw"": ""4"", ""kelurahan"": ""Pekojan"", ""kecamatan"": ""Tambora"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""11240"", ""detail_unit"": null}"
Alamat saya di Gang KESEHATnAN V 64A / Rt.3/Rw.5 / Gunung Sahari Selatan / Kemayoran / Jakpus,"{""nama_jalan"": ""JL. KESEHATAN V"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""64A"", ""rt"": ""3"", ""rw"": ""5"", ""kelurahan"": ""Gunung Sahari Selatan"", ""kecamatan"": ""Kemayoran"", ""kota_kabupaten"": ""Kota Jakarta Pusat"", ""provinsi"": null, ""kodepos"": null, ""detail_unit"": null}"
Tujuan: Jelambar Baru / Grogol Petamburan / SMK Kebon Jeruk Jakarta Blok D15 37 / RT 7 RW 4 / DKI Jakarta / Jakarta Barat,"{""nama_jalan"": null, ""nama_kompleks_atau_gedung"": ""SMK Kebon Jeruk Jakarta"", ""blok_kavling"": ""D15"", ""nomor"": ""37"", ""rt"": ""7"", ""rw"": ""4"", ""kelurahan"": ""Jelambar Baru"", ""kecamatan"": ""Grogol Petamburan"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": null}"
Tujuan: JL DARMAWANGSA VIII 38B RT 4 / RW 4 Tambora Tambora Jakarta Barat,"{""nama_jalan"": ""JL. DARMAWANGSA VIII"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""38B"", ""rt"": ""4"", ""rw"": ""4"", ""kelurahan"": ""Tambora"", ""kecamatan"": ""Tambora"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": null, ""kodepos"": null, ""detail_unit"": null}"
Alamat saya di Sampoerna Strategic Square No. 27 Blok C10 - RT 9 RW 1 - Petojo Selatan - Gambir - Jakpus - 10160,"{""nama_jalan"": null, ""nama_kompleks_atau_gedung"": ""Sampoerna Strategic Square"", ""blok_kavling"": ""C10"", ""nomor"": ""27"", ""rt"": ""9"", ""rw"": ""1"", ""kelurahan"": ""Petojo Selatan"", ""kecamatan"": ""Gambir"", ""kota_kabupaten"": ""Kota Jakarta Pusat"", ""provinsi"": null, ""kodepos"": ""10160"", ""detail_unit"": null}"
Alamat saya di Paseban / Senen / jln. CABE RAWIT! No. 51B / RT 7/RW 6 / Jakpus / DKI Jakarta,"{""nama_jalan"": ""JL. CABE RAWIT!"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""51B"", ""rt"": ""7"", ""rw"": ""6"", ""kelurahan"": ""Paseban"", ""kecamatan"": ""Senen"", ""kota_kabupaten"": ""Kota Jakarta Pusat"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": null}"
Tolong antarkan ke alamat Cipinang / Pulogadung / Batavia D1 26 / Rt.1/Rw.11 / DKI Jakarta / Jakarta Tim.,"{""nama_jalan"": null, ""nama_kompleks_atau_gedung"": ""Batavia"", ""blok_kavling"": ""D1"", ""nomor"": ""26"", ""rt"": ""1"", ""rw"": ""11"", ""kelurahan"": ""Cipinang"", ""kecamatan"": ""Pulogadung"", ""kota_kabupaten"": ""Kota Jakarta Timur"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": null}"
Lokasi rumah: Jakarta Timur / DKI Jakarta / Duren Sawit / Duren Sawit / The Residence Satrio No. 49 Blok C5 / RT 11/RW 08,"{""nama_jalan"": null, ""nama_kompleks_atau_gedung"": ""The Residence Satrio"", ""blok_kavling"": ""C5"", ""nomor"": ""49"", ""rt"": ""11"", ""rw"": ""8"", ""kelurahan"": ""Duren Sawit"", ""kecamatan"": ""Duren Sawit"", ""kota_kabupaten"": ""Kota Jakarta Timur"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": null}"
